unique_id,collision_id,crash_date_person,crash_time_person,person_id,person_type,person_injury,vehicle_id,person_age,ejection,emotional_status,bodily_injury,position_in_vehicle,safety_equipment,ped_location,ped_action,complaint,ped_role,contributing_factor_1,contributing_factor_2,person_sex,person_age_imputed,person_injury_clean,crash_date_crash,crash_time_crash,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_hour,crash_year,crash_month
12197574,4522485,04/20/2022,20:30,630a3720-ded3-4f81-b5f6-266bf1a2e2f4,OCCUPANT,Unspecified,20206129.0,53.0,,,,,,,,,Registrant,,,M,53.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9275927,3984262,09/20/2018,0:35,1896ceb2-89e6-4332-883a-30aa0fa94ce7,OCCUPANT,Unspecified,18658586.0,46.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,46.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6634971,3568709,11/28/2016,7:30,2843021,PEDESTRIAN,Injured,,47.0,,Conscious,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Abrasion,Pedestrian,Unspecified,Unspecified,F,47.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10272458,4233915,11/03/2019,4:35,766bef79-0741-418e-aa1a-1e8be3970fed,OCCUPANT,Unspecified,19152730.0,20.0,,,,,,,,,Registrant,,,M,20.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5942044,3432533,04/28/2016,15:20,570033,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10266150,4233213,11/01/2019,9:10,f7bbfdcd-85c4-4121-921d-a11159b74c4e,OCCUPANT,Unspecified,19149562.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269693,4234407,11/03/2019,15:00,d080ee6a-6f1e-45b9-9197-7d7f5e9b433b,OCCUPANT,Unspecified,19151332.0,29.0,,,,,,,,,Registrant,,,F,29.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6743857,3542379,10/18/2016,6:30,2362018,PEDESTRIAN,Injured,,52.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,Pedestrian,Unspecified,Unspecified,M,52.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6203445,3549867,10/27/2016,19:30,2495852,PEDESTRIAN,Unspecified,,,,Does Not Apply,Does Not Apply,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Does Not Apply,Pedestrian,Unspecified,Unspecified,F,38.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6344052,3570378,11/29/2016,19:43,2871550,PEDESTRIAN,Unspecified,,22.0,,Does Not Apply,Does Not Apply,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Does Not Apply,Pedestrian,Unspecified,Unspecified,F,22.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6768351,3629482,03/10/2017,10:50,8dab2ed5-c2de-4d3d-8c64-470b96e9adc2,OCCUPANT,Unspecified,17430153.0,,,,,,,,,,Registrant,,,F,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10257448,4231886,10/18/2019,8:34,63ffdc66-2830-419e-b48d-310f8e69665b,OCCUPANT,Unspecified,19145282.0,53.0,,,,,,,,,Registrant,,,F,53.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382044,326573,04/26/2014,20:20,1,PEDESTRIAN,Injured,,31.0,,,,,,,,,,,,,31.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10252635,4230873,10/27/2019,14:20,f89b8b20-a2a6-4cae-bc7c-7049b4ff928e,OCCUPANT,Unspecified,19142853.0,23.0,,,,,,,,,Registrant,,,M,23.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6563807,3529695,09/28/2016,7:45,2121639,OCCUPANT,Unspecified,17332026.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6405960,3526858,09/22/2016,21:25,2070072,PEDESTRIAN,Injured,,27.0,,Conscious,Neck,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Playing in Roadway,Complaint of Pain,Pedestrian,Alcohol Involvement,Driver Inattention/Distraction,M,27.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10250862,4230371,10/27/2019,10:00,56e7e0e4-69f8-4bea-8559-04ae758d8a97,OCCUPANT,Unspecified,19141965.0,39.0,,,,,,,,,Registrant,,,F,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260707,4221060,10/10/2019,6:18,18f4e795-b7fa-4597-9f66-735a3fee55e0,OCCUPANT,Unspecified,19146876.0,30.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,30.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265517,4233418,11/01/2019,18:39,ded6642f-d05c-43d6-9526-5752477262fc,OCCUPANT,Unspecified,19149237.0,37.0,,,,,,,,,Registrant,,,M,37.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5973766,3449111,05/17/2016,14:35,743213,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7707196,3780674,10/31/2017,14:45,4e46e42b-1d31-4737-9ea8-1a0f0315deb3,OCCUPANT,Unspecified,17885730.0,31.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,31.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6801951,3648318,04/09/2017,15:10,b49e2904-83b6-4cf8-ac09-8fdaf9698312,OCCUPANT,Unspecified,17446232.0,73.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,73.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6488911,3518775,09/13/2016,8:50,1941509,PEDESTRIAN,Injured,,66.0,,Conscious,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Contusion - Bruise,Pedestrian,Failure to Yield Right-of-Way,Unspecified,F,66.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5777612,3408627,03/26/2016,3:51,183609,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10263305,4233053,10/30/2019,11:30,46928902-cebf-45d9-a465-77e87d1faee3,OCCUPANT,Unspecified,19148146.0,54.0,,,,,,,,,Registrant,,,M,54.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7334144,3835839,01/27/2018,9:45,3a54a533-5c8e-4913-8ec4-b022a9d37eb0,OCCUPANT,Unspecified,17702534.0,26.0,,,,,,,,,Registrant,,,M,26.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6124495,3613735,02/11/2017,19:00,6d2285a8-53b9-422a-9fb0-b4ad58a296f6,OCCUPANT,Unspecified,17124106.0,28.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,28.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7408791,3877708,04/09/2018,20:50,a358008e-4ef6-4c2d-96d7-e393c1a504c3,OCCUPANT,Unspecified,17739293.0,39.0,,,,,,,,,Registrant,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7481620,3863282,03/15/2018,8:50,2567f495-b093-403a-8bbd-744327bbdd93,OCCUPANT,Injured,17775023.0,3.0,Not Ejected,Conscious,Unknown,Right rear passenger or motorcycle sidecar passenger,Child Restraint Only,,,Unknown,Passenger,,,F,3.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260764,4232336,10/28/2019,13:45,60f4a7e3-7c25-41b3-bb48-8e56806dc5a9,OCCUPANT,Unspecified,19146898.0,83.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,83.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273710,4235330,11/03/2019,23:45,81bb5a6c-98ee-4eea-bee3-c882f9f1795a,OCCUPANT,Unspecified,19153345.0,31.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,31.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268250,4233720,11/01/2019,16:40,de86c6d3-8b64-4e1d-8ee7-240a1d2369a7,OCCUPANT,Unspecified,19150644.0,45.0,,,,,,,,,Registrant,,,F,45.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9429947,3968641,08/26/2018,16:30,66695f4b-c679-4a67-8225-20774423d986,OCCUPANT,Unspecified,18734212.0,99.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,99.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10266148,4232746,10/30/2019,10:15,0a1a7b68-aaff-49eb-90d7-f9708cf2462e,OCCUPANT,Unspecified,19149559.0,53.0,,,,,,,,,Registrant,,,M,53.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6592383,3543365,10/19/2016,22:00,2385412,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9740543,4034326,11/28/2018,14:45,0edd1c59-0224-4a6f-a623-de239ef69d0e,OCCUPANT,Unspecified,18888028.0,87.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Unknown,,,Does Not Apply,Passenger,,,F,87.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6755715,3561362,11/15/2016,20:33,2711492,PEDESTRIAN,Injured,,53.0,,Shock,Shoulder - Upper Arm,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,None Visible,Pedestrian,Unspecified,Unspecified,F,53.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6408163,3530574,09/30/2016,17:01,2154306,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6251471,3457839,06/06/2016,15:09,894609,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778986,3409530,04/21/2016,15:15,446215,OCCUPANT,Unspecified,16959782.0,56.0,Not Ejected,Conscious,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,56.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375919,3520543,09/15/2016,14:30,1977625,PEDESTRIAN,Injured,,75.0,,Conscious,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, Marked Crosswalk",Complaint of Pain,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,F,75.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5826237,3429123,04/19/2016,21:25,426143,OCCUPANT,Injured,16982983.0,26.0,Not Ejected,Conscious,Back,Driver,Lap Belt & Harness,,,Complaint of Pain,Driver,,,M,26.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246895,3743457,09/04/2017,18:20,10d2e0b2-5cd1-40c7-8b8f-50048562ef0c,OCCUPANT,Unspecified,17659686.0,34.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,34.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6690633,3562928,11/18/2016,9:30,2738760,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9036078,4105222,03/29/2019,8:50,19975386-5188-4e3b-a026-6acafb980f5b,OCCUPANT,Unspecified,18540319.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6565359,3554538,11/05/2016,18:35,2625855,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7226869,3727841,08/08/2017,12:30,4413ca86-ec61-4d4a-bf7a-25e5ce84e8ab,OCCUPANT,Unspecified,17650092.0,,,,,,,,,,Registrant,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5928992,3439909,03/21/2016,14:30,635188,PEDESTRIAN,Injured,,8.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unknown,Complaint of Pain,Pedestrian,Unspecified,Unspecified,F,8.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6304170,3551511,11/01/2016,6:40,2529463,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6993511,3685050,06/06/2017,15:40,572d1169-be12-427e-93a7-b4a1773382e2,OCCUPANT,Unspecified,17538210.0,68.0,,,,,,,,,Registrant,,,F,68.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6252530,3457949,06/08/2016,0:50,889888,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6541163,3524263,09/20/2016,19:00,2031831,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379706,3529593,09/29/2016,0:00,2138521,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6629658,3589016,12/29/2016,9:14,3219274,PEDESTRIAN,Injured,,43.0,,Unconscious,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Severe Bleeding,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,M,43.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6291960,3500320,07/31/2016,5:30,1583734,OCCUPANT,Unspecified,,,,,,,,,,,Owner,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6748933,3573290,11/24/2016,4:45,2929153,PEDESTRIAN,Injured,,24.0,,Conscious,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Minor Bleeding,Pedestrian,Unspecified,Unspecified,M,24.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779163,3427964,04/03/2016,17:45,254779,OCCUPANT,Unspecified,,,,,,,,,,,Policy Holder,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10263122,4232700,10/30/2019,0:00,4ebafa9b-8caa-47c0-945a-8a6f2b64cd79,OCCUPANT,Unspecified,19148057.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10275159,4234730,11/01/2019,9:33,733962fb-e41c-4aaa-942d-1838a4b6dd4e,OCCUPANT,Unspecified,19154095.0,31.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,31.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6102300,3606388,01/29/2017,9:45,f58047c8-ae37-4e27-9ad2-fe47508658fc,OCCUPANT,Unspecified,17113416.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006931,3686455,06/06/2017,15:30,47d4469e-b07c-4032-9b4e-5635881b0d3d,OCCUPANT,Unspecified,17544577.0,49.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,49.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10261479,4221014,10/10/2019,14:20,6705a53c-8895-4ac9-af25-4b33888c568e,OCCUPANT,Unspecified,19147233.0,45.0,,,,,,,,,Registrant,,,M,45.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5777647,3411692,04/07/2016,15:27,470174,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10263389,4232495,10/30/2019,12:30,4b3bf12b-f84f-4b94-b215-9e857e13ed62,OCCUPANT,Unspecified,19148204.0,59.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,59.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6682254,3573388,11/17/2016,12:50,3100581,PEDESTRIAN,Injured,,48.0,,Semiconscious,Shoulder - Upper Arm,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Concussion,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,F,48.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6280417,3489146,07/27/2016,14:32,1344170,OCCUPANT,Unspecified,,,,,,,,,,,Notified Person,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9094677,4097885,03/15/2019,13:10,8dae4bef-7790-40a5-ad00-0e8a0c79c15b,OCCUPANT,Unspecified,18569362.0,56.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,56.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5733299,3405205,03/16/2016,17:10,93774,PEDESTRIAN,Injured,,34.0,Does Not Apply,Conscious,Back,Does Not Apply,-,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,Pedestrian,,,F,34.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9334064,3918736,06/11/2018,16:00,685e8932-0314-4671-9ef3-e757b3a97c81,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6287519,3460362,06/09/2016,22:15,937156,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296327,3478284,07/11/2016,20:00,1198955,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988057,223068,04/07/2013,0:43,2,OCCUPANT,Injured,12841009.0,25.0,,,,,,,,,,,,,25.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6275515,3529757,09/27/2016,13:02,2138262,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5729588,3428678,03/14/2016,17:20,118123,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6361864,3495544,08/06/2016,18:00,1478374,PEDESTRIAN,Injured,,18.0,,Conscious,Shoulder - Upper Arm,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Contusion - Bruise,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Traffic Control Disregarded,F,18.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10261790,4220645,10/10/2019,0:26,c0b9cdc3-465e-4482-9d11-1cbf12ebd272,OCCUPANT,Unspecified,19147375.0,18.0,,,,,,,,,Registrant,,,M,18.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10263537,4233023,10/29/2019,14:29,01840362-e156-4394-9b9f-3087850684e6,OCCUPANT,Unspecified,19148272.0,31.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,31.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7474718,3861353,03/10/2018,15:22,e73b878f-acd9-45b4-b926-2b23377a37dd,OCCUPANT,Unspecified,17771552.0,47.0,,,,,,,,,Registrant,,,F,47.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6712161,3590239,12/29/2016,17:00,3223912,PEDESTRIAN,Injured,,65.0,,Conscious,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Severe Bleeding,Pedestrian,Unspecified,Unspecified,F,65.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6607512,3549829,10/24/2016,21:30,2500398,PEDESTRIAN,Injured,,42.0,,Conscious,Back,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Alcohol Involvement,F,42.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6304505,3520236,09/14/2016,17:10,1958747,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10249798,4230058,10/27/2019,3:10,e894dbcd-638d-4356-9854-e3396f5a0841,OCCUPANT,Unspecified,19141479.0,24.0,,,,,,,,,Registrant,,,M,24.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10274768,4235482,11/03/2019,13:15,4dea1ed1-ebe0-41a0-b88a-0eeec80eeffa,OCCUPANT,Unspecified,19153882.0,34.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,34.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260626,4232323,10/30/2019,19:05,8e0da50a-1f67-4456-a4fc-d692be80dc71,OCCUPANT,Unspecified,19146831.0,53.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,53.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10258816,4221317,10/10/2019,1:00,ed1a0e08-1cc1-44c6-bed3-a83aad042099,OCCUPANT,Unspecified,19145956.0,24.0,,,,,,,,,Registrant,,,M,24.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6966232,3660833,04/29/2017,14:50,a16423e3-abe4-43e7-a295-cb1ee1f27458,OCCUPANT,Unspecified,17525046.0,20.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Harness,,,Does Not Apply,Passenger,,,F,20.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9598171,3978206,09/10/2018,18:30,c0b2b5b3-24e8-498b-8ef9-06371e217a3c,OCCUPANT,Unspecified,18817336.0,18.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,18.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9692380,3946683,07/22/2018,10:00,b98eab89-94cd-42a5-9e3c-eeeec95467b6,OCCUPANT,Unspecified,18863865.0,22.0,,,,,,,,,Registrant,,,M,22.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6302769,3471160,06/27/2016,13:15,1139335,PEDESTRIAN,Injured,,70.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,Pedestrian,Unspecified,Unspecified,F,70.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269869,4234061,11/02/2019,20:40,337fb405-76bc-4b52-9252-cd43fce31898,OCCUPANT,Unspecified,19151421.0,26.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,26.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10256493,4231468,10/24/2019,23:45,1d935096-c794-4b2d-811c-4d3fb1a8caf1,OCCUPANT,Unspecified,19144837.0,31.0,,,,,,,,,Registrant,,,F,31.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10259629,4220076,10/08/2019,13:08,4dbbc0f4-fcac-4523-a902-202f406ca988,OCCUPANT,Unspecified,19146349.0,39.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265137,4232508,10/30/2019,23:45,a46c5049-bb93-4b09-a569-65e29683b425,OCCUPANT,Unspecified,19149058.0,48.0,,,,,,,,,Registrant,,,M,48.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8965065,4059840,01/23/2019,22:00,e37446b6-2df9-4d13-a0bc-aa502c8e77ac,OCCUPANT,Unspecified,18505269.0,30.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,30.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171343,3477385,07/06/2016,17:57,1159958,PEDESTRIAN,Injured,,51.0,,Conscious,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,Pedestrian,Unspecified,Unspecified,F,51.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5788933,3423814,03/26/2016,6:50,174801,OCCUPANT,Unspecified,16964703.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
